season,market_spread,actual_margin,away_covers,spot_score,away_revenge,home_lookahead,home_letdown,away_dog_value,home_fatigue,away_sharp_money,away_rlm,away_public_faded,away_slow_pace,home_travel_fatigue
2018,1.5,-17.82,1,13,0,0,0,0,0,1,1,0,1,0
2018,-1.2,-2.99,1,4,0,0,0,0,0,0,0,0,1,0
2018,-12.0,-8.28,0,8,0,0,0,0,1,1,0,0,0,0
2018,3.7,-7.71,1,4,0,0,1,0,0,0,0,0,0,0
2018,2.0,-3.46,1,9,0,0,0,1,0,0,1,0,0,0
2018,8.2,16.04,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.3,5.18,0,0,0,0,0,0,0,0,0,0,0,0
2018,6.2,-21.02,1,0,0,0,0,0,0,0,0,0,0,0
2018,0.8,-8.5,1,20,0,0,1,0,0,0,1,1,1,1
2018,5.3,-3.69,1,14,1,0,0,0,0,1,1,0,0,0
2018,5.3,-0.8,1,4,0,0,0,0,1,0,0,0,0,0
2018,-1.7,3.05,0,0,0,0,0,0,0,0,0,0,0,0
2018,3.2,21.09,0,8,0,0,1,0,0,1,0,0,0,0
2018,10.3,20.21,0,8,0,0,1,0,0,1,0,0,0,0
2018,0.0,6.81,0,0,0,0,0,0,0,0,0,0,0,0
2018,-1.3,-10.49,1,12,1,0,0,0,1,0,0,0,0,1
2018,-3.7,-11.9,1,4,0,0,1,0,0,0,0,0,0,0
2018,4.2,10.92,0,9,0,0,0,0,0,0,1,1,0,0
2018,1.9,7.04,0,8,0,0,0,1,0,0,0,0,1,0
2018,12.3,29.0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.8,-13.83,1,9,1,0,0,0,0,0,0,1,0,0
2018,0.1,2.12,0,8,0,0,0,1,1,0,0,0,0,0
2018,-5.0,-20.1,1,14,0,1,0,0,1,0,1,0,0,0
2018,14.1,-15.06,1,8,0,0,1,1,0,0,0,0,0,0
2018,10.2,2.34,1,7,0,0,0,0,0,0,0,1,0,1
2018,1.8,-13.98,1,4,0,0,1,0,0,0,0,0,0,0
2018,6.7,-20.04,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.1,-17.25,1,9,1,0,0,0,0,1,0,0,0,0
2018,8.2,0.7,1,5,0,1,0,0,0,0,0,0,0,0
2018,0.4,-4.73,1,4,0,0,0,0,0,0,0,0,1,0
2018,-3.4,-11.07,1,13,0,0,1,1,0,0,1,0,0,0
2018,-0.8,-3.14,1,4,0,0,1,0,0,0,0,0,0,0
2018,6.1,-6.85,1,4,0,0,1,0,0,0,0,0,0,0
2018,10.0,13.52,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.0,15.37,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.1,18.36,0,4,0,0,0,0,0,0,0,1,0,0
2018,7.0,-2.6,1,8,0,0,0,0,0,1,0,1,0,0
2018,5.5,7.83,0,4,0,0,0,1,0,0,0,0,0,0
2018,-1.1,-3.73,1,12,0,0,0,1,0,0,0,1,1,0
2018,-0.3,-4.27,1,0,0,0,0,0,0,0,0,0,0,0
2018,0.2,-4.17,1,0,0,0,0,0,0,0,0,0,0,0
2018,0.6,-12.89,1,8,0,0,0,0,0,0,0,1,1,0
2018,3.2,20.99,0,5,0,1,0,0,0,0,0,0,0,0
2018,10.5,11.91,0,9,1,0,0,0,0,0,0,0,1,0
2018,0.6,-19.4,1,13,0,1,0,0,0,0,0,1,1,0
2018,11.1,21.83,0,0,0,0,0,0,0,0,0,0,0,0
2018,-1.9,-5.62,1,8,0,0,0,0,0,1,0,1,0,0
2018,1.7,-3.23,1,7,0,0,0,0,0,0,0,1,0,1
2018,6.7,-1.84,1,12,0,0,1,0,0,0,0,1,1,0
2018,7.1,-8.51,1,5,0,1,0,0,0,0,0,0,0,0
2018,11.0,-1.61,1,8,0,0,0,0,1,0,0,1,0,0
2018,-0.1,-3.67,1,4,0,0,0,1,0,0,0,0,0,0
2018,4.3,-12.98,1,4,0,0,1,0,0,0,0,0,0,0
2018,5.4,-23.16,1,13,0,1,0,0,1,1,0,0,0,0
2018,-4.2,-9.81,1,8,0,0,0,1,0,1,0,0,0,0
2018,-4.3,6.24,0,0,0,0,0,0,0,0,0,0,0,0
2018,-1.9,0.45,0,4,0,0,0,0,0,1,0,0,0,0
2018,2.0,-5.6,1,4,0,0,0,0,1,0,0,0,0,0
2018,15.0,-0.74,1,0,0,0,0,0,0,0,0,0,0,0
2018,-1.3,2.1,0,9,1,0,0,0,1,0,0,0,0,0
2018,4.2,-13.94,1,4,0,0,0,1,0,0,0,0,0,0
2018,0.2,-11.33,1,5,0,0,0,0,0,0,1,0,0,0
2018,14.4,11.36,1,3,0,0,0,0,0,0,0,0,0,1
2018,-2.9,1.84,0,4,0,0,0,0,0,0,0,1,0,0
2018,5.4,6.82,0,0,0,0,0,0,0,0,0,0,0,0
2018,0.9,5.08,0,4,0,0,1,0,0,0,0,0,0,0
2018,11.8,-2.53,1,8,0,0,0,1,1,0,0,0,0,0
2018,3.0,-9.22,1,7,0,0,0,1,0,0,0,0,0,1
2018,2.8,-14.37,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.1,5.13,0,4,0,0,1,0,0,0,0,0,0,0
2018,1.3,-5.5,1,4,0,0,0,0,0,0,0,1,0,0
2018,3.1,0.07,1,0,0,0,0,0,0,0,0,0,0,0
2018,-7.2,-8.46,1,13,0,1,1,0,0,0,0,1,0,0
2018,8.1,-2.58,1,0,0,0,0,0,0,0,0,0,0,0
2018,-4.9,-2.96,0,4,0,0,0,0,0,1,0,0,0,0
2018,12.4,6.34,1,4,0,0,0,0,0,1,0,0,0,0
2018,4.8,18.44,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.7,2.08,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.7,-7.62,1,14,1,0,0,0,0,1,1,0,0,0
2018,14.2,23.28,0,9,0,1,0,0,0,1,0,0,0,0
2018,-1.4,-3.23,1,9,0,1,0,1,0,0,0,0,0,0
2018,-0.2,-11.81,1,8,0,0,1,0,1,0,0,0,0,0
2018,6.2,9.75,0,12,0,0,0,0,1,0,0,1,1,0
2018,-0.1,-5.15,1,0,0,0,0,0,0,0,0,0,0,0
2018,-2.2,-4.37,1,7,0,0,0,0,0,0,0,0,1,1
2018,-0.7,-5.13,1,16,0,0,0,0,1,1,0,1,1,0
2018,7.0,-7.4,1,9,0,0,0,0,1,0,1,0,0,0
2018,6.9,-19.01,1,12,0,0,0,1,0,1,0,1,0,0
2018,5.1,6.91,0,16,0,1,0,1,1,0,0,0,0,1
2018,14.6,8.12,1,5,0,1,0,0,0,0,0,0,0,0
2018,6.5,-14.4,1,12,0,0,0,1,1,0,0,0,1,0
2018,10.6,-5.02,1,13,0,1,0,0,0,0,0,1,1,0
2018,7.1,-12.43,1,5,1,0,0,0,0,0,0,0,0,0
2018,7.6,-0.3,1,3,0,0,0,0,0,0,0,0,0,1
2018,0.2,-13.98,1,5,0,1,0,0,0,0,0,0,0,0
2018,9.2,29.94,0,4,0,0,0,1,0,0,0,0,0,0
2018,3.4,-9.76,1,0,0,0,0,0,0,0,0,0,0,0
2018,11.5,14.17,0,8,0,0,1,0,0,0,0,0,1,0
2018,1.7,0.8,1,13,0,0,0,0,0,0,1,1,1,0
2018,9.8,12.2,0,4,0,0,0,0,1,0,0,0,0,0
2018,1.0,-7.73,1,8,0,0,1,1,0,0,0,0,0,0
2018,1.0,6.39,0,5,0,1,0,0,0,0,0,0,0,0
2018,-1.6,-5.75,1,8,0,0,0,1,0,0,0,0,1,0
2018,-1.2,-4.06,1,9,0,1,0,0,0,1,0,0,0,0
2018,-1.4,-5.92,1,9,0,1,0,0,0,0,0,1,0,0
2018,2.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0
2018,0.7,-0.27,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.4,-2.11,1,0,0,0,0,0,0,0,0,0,0,0
2018,4.9,7.09,0,8,0,0,1,0,0,1,0,0,0,0
2018,-0.1,-1.56,1,8,0,0,0,0,0,0,0,1,1,0
2018,7.7,10.54,0,8,0,0,0,1,0,0,0,0,1,0
2018,-0.5,12.14,0,4,0,0,1,0,0,0,0,0,0,0
2018,-3.4,8.03,0,0,0,0,0,0,0,0,0,0,0,0
2018,6.1,-2.43,1,7,0,0,0,1,0,0,0,0,0,1
2018,3.6,5.28,0,0,0,0,0,0,0,0,0,0,0,0
2018,8.6,5.49,1,0,0,0,0,0,0,0,0,0,0,0
2018,4.6,6.35,0,8,0,0,1,1,0,0,0,0,0,0
2018,0.6,-5.17,1,0,0,0,0,0,0,0,0,0,0,0
2018,4.0,26.19,0,4,0,0,0,0,1,0,0,0,0,0
2018,-1.6,4.38,0,3,0,0,0,0,0,0,0,0,0,1
2018,4.5,1.72,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.9,14.01,0,7,0,0,0,0,0,0,0,0,1,1
2018,8.7,29.92,0,5,0,0,0,0,0,0,1,0,0,0
2018,8.8,14.39,0,4,0,0,0,0,0,1,0,0,0,0
2018,1.8,16.54,0,0,0,0,0,0,0,0,0,0,0,0
2018,-5.7,-7.14,1,13,1,0,0,1,0,0,0,1,0,0
2018,2.3,6.75,0,0,0,0,0,0,0,0,0,0,0,0
2018,-1.0,-11.91,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.8,-2.79,1,9,1,0,1,0,0,0,0,0,0,0
2018,7.1,19.42,0,9,0,1,0,1,0,0,0,0,0,0
2018,-8.6,-17.87,1,4,0,0,1,0,0,0,0,0,0,0
2018,-1.3,-0.08,0,9,0,1,0,0,0,0,0,1,0,0
2018,6.1,17.94,0,4,0,0,0,0,0,0,0,1,0,0
2018,-4.6,8.82,0,8,0,0,0,1,0,0,0,1,0,0
2018,15.5,26.69,0,8,0,0,0,1,0,1,0,0,0,0
2018,-1.0,-6.99,1,8,0,0,0,0,0,0,0,1,1,0
2018,4.8,-8.78,1,3,0,0,0,0,0,0,0,0,0,1
2018,-3.0,-18.34,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.0,18.97,0,3,0,0,0,0,0,0,0,0,0,1
2018,6.3,-5.66,1,8,0,0,0,1,0,0,0,1,0,0
2018,9.9,1.49,1,9,1,0,0,1,0,0,0,0,0,0
2018,6.5,-10.9,1,4,0,0,0,1,0,0,0,0,0,0
2018,0.7,-0.62,1,4,0,0,1,0,0,0,0,0,0,0
2018,11.8,2.18,1,15,0,0,1,1,1,0,0,0,0,1
2018,3.2,-6.72,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.6,2.63,1,4,0,0,0,0,1,0,0,0,0,0
2018,6.4,13.53,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.6,1.95,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.9,-1.2,1,9,1,0,0,0,0,1,0,0,0,0
2018,-2.3,-6.87,1,8,0,0,1,0,1,0,0,0,0,0
2018,-1.1,-4.24,1,9,0,1,0,0,0,1,0,0,0,0
2018,6.2,26.83,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.0,24.51,0,0,0,0,0,0,0,0,0,0,0,0
2018,15.1,-5.18,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.4,10.12,0,9,1,0,0,0,0,0,0,0,1,0
2018,4.1,12.15,0,0,0,0,0,0,0,0,0,0,0,0
2018,9.1,-16.19,1,9,1,0,0,0,0,0,0,0,1,0
2018,6.8,11.41,0,18,1,1,0,0,0,1,0,1,0,0
2018,2.1,7.28,0,0,0,0,0,0,0,0,0,0,0,0
2018,-6.1,-16.76,1,4,0,0,0,0,0,0,0,1,0,0
2018,7.3,0.14,1,13,0,1,0,0,0,1,0,1,0,0
2018,7.2,8.45,0,12,0,0,0,0,1,0,1,0,0,1
2018,-4.9,5.11,0,5,0,0,0,0,0,0,1,0,0,0
2018,-4.2,-11.16,1,0,0,0,0,0,0,0,0,0,0,0
2018,7.2,15.53,0,8,0,0,0,1,0,1,0,0,0,0
2018,-1.1,-11.86,1,5,0,0,0,0,0,0,1,0,0,0
2018,2.7,19.3,0,0,0,0,0,0,0,0,0,0,0,0
2018,6.8,23.61,0,4,0,0,0,0,0,0,0,0,1,0
2018,5.5,-3.09,1,4,0,0,0,0,0,0,0,1,0,0
2018,-5.6,-4.57,0,3,0,0,0,0,0,0,0,0,0,1
2018,-1.5,-0.02,0,8,0,0,1,0,0,0,0,1,0,0
2018,1.1,-9.32,1,11,0,0,0,1,1,0,0,0,0,1
2018,10.6,11.67,0,4,0,0,0,1,0,0,0,0,0,0
2018,4.7,16.77,0,4,0,0,0,0,1,0,0,0,0,0
2018,3.5,1.66,1,4,0,0,0,0,0,0,0,0,1,0
2018,8.0,-0.47,1,8,0,0,0,0,0,0,0,1,1,0
2018,7.1,-2.16,1,10,1,1,0,0,0,0,0,0,0,0
2018,7.3,-5.37,1,5,0,1,0,0,0,0,0,0,0,0
2018,2.4,-1.45,1,5,0,0,0,0,0,0,1,0,0,0
2018,-5.8,-18.16,1,13,0,1,0,0,1,0,0,1,0,0
2018,3.8,0.48,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.7,-16.24,1,5,0,1,0,0,0,0,0,0,0,0
2018,3.4,-13.05,1,13,1,0,0,0,1,0,0,1,0,0
2018,4.4,-10.55,1,5,1,0,0,0,0,0,0,0,0,0
2018,5.9,23.28,0,10,0,1,0,0,0,0,1,0,0,0
2018,9.6,15.44,0,14,0,1,0,0,0,0,1,0,1,0
2018,5.2,2.85,1,0,0,0,0,0,0,0,0,0,0,0
2018,10.1,20.31,0,0,0,0,0,0,0,0,0,0,0,0
2018,2.9,-15.44,1,4,0,0,0,1,0,0,0,0,0,0
2018,9.3,-6.4,1,8,0,0,0,0,1,0,0,1,0,0
2018,-0.7,5.85,0,9,1,0,0,0,1,0,0,0,0,0
2018,1.4,-2.17,1,9,1,0,0,0,0,0,0,1,0,0
2018,2.9,-3.85,1,5,0,1,0,0,0,0,0,0,0,0
2018,-2.5,-9.15,1,4,0,0,0,0,0,1,0,0,0,0
2018,12.3,-0.22,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.8,-0.47,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.6,10.53,0,8,0,0,1,1,0,0,0,0,0,0
2018,4.3,17.77,0,8,0,0,0,0,0,0,0,1,1,0
2018,3.0,-2.65,1,5,1,0,0,0,0,0,0,0,0,0
2018,0.3,2.64,0,4,0,0,1,0,0,0,0,0,0,0
2018,3.4,-1.24,1,11,0,0,0,0,1,0,0,1,0,1
2018,2.8,-1.78,1,8,0,0,1,0,0,0,0,1,0,0
2018,11.9,4.04,1,14,1,0,0,0,0,0,1,0,1,0
2018,9.7,17.88,0,4,0,0,0,0,0,0,0,0,1,0
2018,-2.3,-7.9,1,4,0,0,0,0,0,1,0,0,0,0
2018,9.3,0.63,1,8,0,0,1,1,0,0,0,0,0,0
2018,7.2,-7.56,1,4,0,0,0,0,0,0,0,0,1,0
2018,3.8,0.45,1,0,0,0,0,0,0,0,0,0,0,0
2018,-5.3,-12.16,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.2,2.95,1,0,0,0,0,0,0,0,0,0,0,0
2018,11.1,-9.97,1,8,0,1,0,0,0,0,0,0,0,1
2018,3.8,-7.73,1,8,0,0,0,1,0,0,0,0,1,0
2018,14.2,24.22,0,3,0,0,0,0,0,0,0,0,0,1
2018,1.1,2.09,0,4,0,0,0,0,1,0,0,0,0,0
2018,8.0,7.27,1,9,1,0,0,0,0,1,0,0,0,0
2018,1.5,-6.46,1,4,0,0,0,1,0,0,0,0,0,0
2018,-3.3,-15.19,1,15,0,0,0,1,1,1,0,0,0,1
2018,-0.3,-4.01,1,13,0,0,0,1,0,0,1,1,0,0
2018,4.0,-4.81,1,17,0,1,0,0,0,1,0,1,1,0
2018,-3.2,-11.28,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.0,-4.03,1,8,0,0,0,1,0,1,0,0,0,0
2018,-0.6,13.44,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.4,30.51,0,4,0,0,0,0,0,0,0,1,0,0
2018,0.1,-30.38,1,8,0,0,1,0,0,0,0,1,0,0
2018,-3.6,-15.29,1,4,0,0,0,0,0,0,0,1,0,0
2018,0.0,4.71,0,13,0,1,0,1,0,0,0,0,1,0
2018,-9.6,-14.88,1,4,0,0,0,0,0,0,0,0,1,0
2018,0.9,6.25,0,0,0,0,0,0,0,0,0,0,0,0
2018,1.1,-3.8,1,4,0,0,0,0,1,0,0,0,0,0
2018,-4.1,4.93,0,0,0,0,0,0,0,0,0,0,0,0
2018,1.2,5.04,0,9,1,0,1,0,0,0,0,0,0,0
2018,-0.9,2.26,0,8,0,0,0,1,0,0,0,1,0,0
2018,6.7,-12.31,1,13,0,1,0,0,0,0,0,1,1,0
2018,1.6,7.05,0,0,0,0,0,0,0,0,0,0,0,0
2018,12.8,8.21,1,9,0,0,0,1,0,0,1,0,0,0
2018,11.7,28.2,0,5,0,1,0,0,0,0,0,0,0,0
2018,3.3,-2.86,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.7,7.4,0,7,0,0,0,0,0,1,0,0,0,1
2018,-1.9,-16.43,1,13,0,1,0,0,0,0,0,1,1,0
2018,5.1,-11.75,1,4,0,0,0,1,0,0,0,0,0,0
2018,4.0,-12.03,1,8,0,0,0,0,0,1,0,1,0,0
2018,7.7,-12.2,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.5,-15.2,1,12,0,0,1,0,1,0,0,1,0,0
2018,10.9,16.12,0,0,0,0,0,0,0,0,0,0,0,0
2018,-3.6,5.19,0,4,0,0,0,0,0,1,0,0,0,0
2018,6.5,-0.8,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.3,7.16,0,0,0,0,0,0,0,0,0,0,0,0
2018,3.2,-3.49,1,0,0,0,0,0,0,0,0,0,0,0
2018,-7.5,-24.53,1,13,0,1,0,0,1,0,0,0,1,0
2018,3.9,-7.54,1,0,0,0,0,0,0,0,0,0,0,0
2018,13.6,-9.44,1,12,1,0,0,0,1,0,0,0,0,1
2018,11.7,8.16,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.8,-16.63,1,5,0,1,0,0,0,0,0,0,0,0
2018,7.1,-3.83,1,0,0,0,0,0,0,0,0,0,0,0
2018,12.2,13.68,0,8,0,0,1,1,0,0,0,0,0,0
2018,4.3,7.1,0,8,0,0,0,1,0,1,0,0,0,0
2018,10.4,9.84,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.4,9.12,0,5,0,0,0,0,0,0,1,0,0,0
2018,10.4,9.08,1,12,0,0,1,1,0,0,0,0,1,0
2018,6.5,8.16,0,5,0,1,0,0,0,0,0,0,0,0
2018,6.9,12.51,0,13,0,1,1,0,1,0,0,0,0,0
2018,4.2,-9.76,1,5,0,1,0,0,0,0,0,0,0,0
2018,5.6,7.5,0,9,0,1,0,0,0,0,0,1,0,0
2018,9.0,-3.16,1,4,0,0,0,0,0,1,0,0,0,0
2018,15.1,23.53,0,0,0,0,0,0,0,0,0,0,0,0
2018,-2.1,-26.19,1,9,0,1,0,0,0,0,0,1,0,0
2018,4.5,-10.79,1,5,0,1,0,0,0,0,0,0,0,0
2018,9.0,-11.52,1,4,0,0,0,0,0,1,0,0,0,0
2018,6.9,3.62,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.9,-1.05,1,4,0,0,0,1,0,0,0,0,0,0
2018,2.7,-7.67,1,9,1,0,0,1,0,0,0,0,0,0
2018,6.2,-13.4,1,4,0,0,0,0,0,1,0,0,0,0
2018,2.9,-0.41,1,5,0,1,0,0,0,0,0,0,0,0
2018,-0.9,-8.92,1,16,0,0,1,1,0,0,0,1,1,0
2018,2.0,-16.43,1,0,0,0,0,0,0,0,0,0,0,0
2018,4.6,9.18,0,8,0,0,1,0,1,0,0,0,0,0
2018,2.2,17.08,0,13,1,0,0,1,0,0,0,1,0,0
2018,-1.7,4.82,0,16,1,0,1,0,0,0,0,1,0,1
2018,-2.8,-23.61,1,10,0,1,0,0,0,0,1,0,0,0
2018,3.2,1.56,1,0,0,0,0,0,0,0,0,0,0,0
2018,13.6,-13.87,1,8,0,0,1,1,0,0,0,0,0,0
2018,-1.6,5.82,0,9,1,0,0,0,1,0,0,0,0,0
2018,5.7,-1.51,1,9,1,0,0,0,0,1,0,0,0,0
2018,7.2,-6.34,1,8,0,0,0,0,0,1,0,1,0,0
2018,-6.3,-19.69,1,7,0,0,0,1,0,0,0,0,0,1
2018,-1.4,-0.04,0,4,0,0,1,0,0,0,0,0,0,0
2018,6.1,9.75,0,4,0,0,0,0,0,1,0,0,0,0
2018,9.2,15.46,0,4,0,0,1,0,0,0,0,0,0,0
2018,9.2,2.63,1,4,0,0,0,0,0,1,0,0,0,0
2018,4.7,11.8,0,4,0,0,0,0,1,0,0,0,0,0
2018,4.1,-13.83,1,9,0,1,0,0,0,0,0,1,0,0
2018,4.8,2.05,1,9,0,0,1,0,0,0,1,0,0,0
2018,11.6,7.14,1,5,0,0,0,0,0,0,1,0,0,0
2018,3.4,5.56,0,3,0,0,0,0,0,0,0,0,0,1
2018,3.5,-7.19,1,9,0,1,0,0,0,0,0,0,1,0
2018,6.2,15.1,0,9,1,0,1,0,0,0,0,0,0,0
2018,5.5,-13.84,1,8,0,0,1,0,0,1,0,0,0,0
2018,3.5,-11.58,1,9,0,0,0,0,1,0,1,0,0,0
2018,-0.1,-15.45,1,17,0,0,1,0,0,0,1,1,1,0
2018,8.2,5.31,1,5,0,1,0,0,0,0,0,0,0,0
2018,-2.8,-15.35,1,4,0,0,0,0,0,1,0,0,0,0
2018,12.0,0.11,1,9,0,0,0,0,0,0,1,1,0,0
2018,2.6,-3.32,1,4,0,0,0,0,1,0,0,0,0,0
2018,0.0,6.47,0,13,0,0,0,0,0,0,1,1,1,0
2018,4.5,12.15,0,4,0,0,1,0,0,0,0,0,0,0
2018,4.7,-7.19,1,4,0,0,0,1,0,0,0,0,0,0
2018,3.4,4.48,0,0,0,0,0,0,0,0,0,0,0,0
2018,-1.0,-0.45,0,16,0,1,0,0,0,1,0,1,0,1
2018,-1.5,13.35,0,0,0,0,0,0,0,0,0,0,0,0
2018,2.9,-3.54,1,4,0,0,0,0,0,1,0,0,0,0
2018,0.7,2.01,0,0,0,0,0,0,0,0,0,0,0,0
2018,0.3,-2.07,1,4,0,0,0,0,0,0,0,1,0,0
2018,8.4,11.44,0,9,0,0,0,0,0,0,1,1,0,0
2018,-2.2,-9.64,1,4,0,0,0,0,1,0,0,0,0,0
2018,8.6,-8.35,1,25,1,1,0,0,0,1,0,1,1,1
2018,-9.3,-5.25,0,0,0,0,0,0,0,0,0,0,0,0
2018,0.4,-6.61,1,9,0,1,1,0,0,0,0,0,0,0
2018,3.2,-6.13,1,15,1,1,0,0,0,0,1,0,0,0
2018,3.2,-3.47,1,4,0,0,0,1,0,0,0,0,0,0
2018,7.7,0.0,1,5,1,0,0,0,0,0,0,0,0,0
2018,17.7,-3.31,1,0,0,0,0,0,0,0,0,0,0,0
2018,7.6,-9.16,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.0,-3.76,1,5,1,0,0,0,0,0,0,0,0,0
2018,3.5,2.55,1,5,1,0,0,0,0,0,0,0,0,0
2018,3.0,26.75,0,4,0,0,0,0,0,1,0,0,0,0
2018,-6.0,-7.45,1,18,1,1,0,1,0,0,0,0,1,0
2018,-2.8,-9.69,1,9,0,1,0,1,0,0,0,0,0,0
2018,-4.2,-0.41,0,5,1,0,0,0,0,0,0,0,0,0
2018,3.0,-9.14,1,9,1,0,0,0,0,1,0,0,0,0
2018,-5.2,-14.94,1,0,0,0,0,0,0,0,0,0,0,0
2018,-0.9,-7.11,1,5,0,1,0,0,0,0,0,0,0,0
2018,2.9,9.41,0,11,0,0,0,0,0,1,0,1,0,1
2018,2.7,-17.13,1,10,0,1,0,0,0,0,1,0,0,0
2018,-2.1,-7.49,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.3,-6.48,1,12,0,0,0,1,0,1,0,1,0,0
2018,14.1,19.56,0,8,0,0,0,0,1,0,0,0,1,0
2018,-3.2,6.66,0,8,0,0,0,0,1,1,0,0,0,0
2018,8.7,0.76,1,9,0,0,0,0,0,0,1,1,0,0
2018,1.3,6.0,0,0,0,0,0,0,0,0,0,0,0,0
2018,8.4,-0.75,1,8,0,0,0,0,1,1,0,0,0,0
2018,-0.1,-3.84,1,5,0,1,0,0,0,0,0,0,0,0
2018,7.7,8.39,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.3,1.6,1,4,0,0,0,1,0,0,0,0,0,0
2018,6.8,13.77,0,17,0,0,1,1,0,0,1,0,1,0
2018,2.5,-4.07,1,4,0,0,1,0,0,0,0,0,0,0
2018,-4.5,-11.15,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.6,-13.08,1,11,0,0,0,1,0,0,0,1,0,1
2018,6.7,13.61,0,9,0,1,0,0,0,0,0,1,0,0
2018,8.1,9.51,0,9,0,1,1,0,0,0,0,0,0,0
2018,1.8,-4.43,1,5,1,0,0,0,0,0,0,0,0,0
2018,8.1,12.82,0,0,0,0,0,0,0,0,0,0,0,0
2018,1.5,13.41,0,9,0,1,0,0,0,0,0,0,1,0
2018,0.2,-1.91,1,9,1,0,1,0,0,0,0,0,0,0
2018,8.3,6.13,1,7,0,0,0,1,0,0,0,0,0,1
2018,1.5,-7.02,1,8,0,0,0,0,0,0,0,1,1,0
2018,2.4,-3.35,1,4,0,0,0,0,0,0,0,0,1,0
2018,4.8,7.78,0,4,0,0,0,1,0,0,0,0,0,0
2018,4.8,6.73,0,0,0,0,0,0,0,0,0,0,0,0
2018,7.9,19.11,0,4,0,0,0,0,0,0,0,0,1,0
